Sequence	Contig	Position	SexBias	P	Signif
2395500	CM014035.1	14429572	-0.0294118	1	False
2395514	CM014028.1	6465757	0	1	False
2395583	PKUT01000878.1	71092	-0.205882	0.0642639	False
2395689	CM014039.1	939698	0.0882353	0.614954	False
2395708	PKUT01002236.1	106731	0	1	False
2395744	CM014026.1	7624685	0	1	False
2395760	CM014038.1	9337876	0	1	False
2395765	CM014016.1	27876397	0	1	False
2395781	CM014021.1	23467963	0	1	False
2396020	CM014014.1	11484366	0	1	False
2396042	CM014020.1	8330100	0	1	False
2396069	CM014016.1	8106103	0	1	False
2396099	PKUT01002748.1	2470	0	1	False
2396180	CM014014.1	36059544	0.0294118	1	False
2396204	CM014034.1	16286260	0	1	False
2396382	CM014022.1	17672738	-0.0588235	0.774965	False
2396497	CM014020.1	13734075	0	1	False
2396633	CM014016.1	14190792	0	1	False
2396667	CM014014.1	24050403	0.0294117	1	False
2396770	CM014014.1	20724545	0	1	False
2396797	CM014033.1	20703763	0	1	False
2396836	PKUT01000050.1	221529	0.0294118	1	False
2396917	CM014019.1	8923555	-0.382353	0.0032566	False
2397132	CM014014.1	18187373	0.0294118	1	False
2397186	CM014012.1	13829593	-0.0882353	0.599611	False
2397227	PKUT01000364.1	25201	0	1	False
2397249	CM014034.1	6153296	0	1	False
2397296	PKUT01002236.1	106697	0	1	False
2397319	PKUT01002135.1	87208	-0.0588235	0.783413	False
2397339	CM014024.1	5421960	0.0294118	1	False
2397369	CM014014.1	35807470	-0.176471	0.0325386	False
2397406	CM014012.1	14146039	0	1	False
2397474	CM014024.1	8512849	0	1	False
2397532	CM014021.1	2462566	0	1	False
2397586	CM014024.1	15444258	0	1	False
2397644	CM014015.1	13747877	-0.0882353	0.352763	False
2397834	CM014019.1	21966756	-0.0588235	0.802942	False
2397904	CM014014.1	1059621	0.205882	0.136996	False
2398074	CM014028.1	16986675	-0.0882353	0.352763	False
2398116	CM014013.1	32183432	0.147059	0.293755	False
2398126	CM014015.1	26343693	0.117647	0.446491	False
2398131	CM014036.1	12070597	0	1	False
2398440	CM014012.1	3610506	-0.0294117	1	False
2398460	CM014021.1	5583906	0	1	False
2398474	CM014032.1	20929483	-0.0588235	0.790127	False
2398523	CM014013.1	8770958	0	1	False
2398685	CM014033.1	10891213	0	1	False
2398753	CM014012.1	9891140	-0.0294118	1	False
2398855	CM014033.1	20203361	-0.0294117	1	False
2398866	CM014025.1	14476792	0	1	False
2398959	CM014024.1	7362824	0.0882353	0.614954	False
2398975	CM014021.1	20234190	-0.147059	0.279682	False
2399022	CM014027.1	23403848	-0.176471	0.183279	False
2399033	CM014016.1	27862488	0.205882	0.14404	False
2399142	CM014028.1	11971537	0	1	False
2399165	CM014038.1	14156886	0	1	False
2399380	CM014021.1	7121596	-0.0588235	0.802942	False
2399473	CM014036.1	8742776	0	1	False
2399501	CM014037.1	485168	0.0294117	1	False
2399577	CM014033.1	16983597	-0.117647	0.466082	False
2399657	CM014027.1	30491839	0	1	False
2399671	CM014033.1	20636500	0	1	False
2399729	CM014031.1	20871867	0.205882	0.131288	False
2399777	CM014035.1	17837875	-0.0588235	0.70663	False
2399813	CM014026.1	16003081	0.0588235	0.799681	False
2399887	CM014025.1	7330163	-0.176471	0.0598453	False
2399965	CM014023.1	25335615	0	1	False
2400014	PKUT01002724.1	6775	0	1	False
2400076	CM014033.1	5707351	-0.0882353	0.558598	False
2400275	CM014019.1	27104248	0	1	False
2400322	CM014023.1	18501296	0	1	False
2400389	CM014014.1	31661301	0	1	False
2400411	CM014018.1	17758712	-0.0882353	0.626279	False
2400520	CM014013.1	13388736	-0.117647	0.199619	False
2400636	CM014016.1	2214260	0.0588235	0.606282	False
2400712	CM014029.1	20746448	0.0882353	0.424798	False
2400730	CM014026.1	12539855	0	1	False
2400745	CM014012.1	6333033	0	1	False
2401066	CM014025.1	13118252	-0.0588235	0.807051	False
2401332	CM014012.1	28823437	0	1	False
2401362	CM014015.1	38423769	-0.117647	0.446491	False
2401378	CM014016.1	27862569	-0.0294118	1	False
2401542	CM014021.1	14805260	0	1	False
2401807	CM014014.1	17980335	0.0588235	0.805371	False
2401889	CM014015.1	11864458	0	1	False
2401978	CM014016.1	31378391	0	1	False
2402079	CM014027.1	15529962	0	1	False
2402103	CM014026.1	18624200	0.0294118	1	False
2402237	CM014029.1	1031893	0	1	False
2402244	PKUT01000206.1	899821	0	1	False
2402299	CM014015.1	25146553	0	1	False
2402620	CM014026.1	4213643	0	1	False
2402652	CM014018.1	6369701	0	1	False
2402731	PKUT01001773.1	30362	0	1	False
2402821	CM014016.1	22570888	0	1	False
2403033	CM014027.1	3586409	0	1	False
2403127	CM014018.1	5475222	-0.235294	0.0873358	False
2403172	CM014021.1	15327611	0	1	False
2403473	CM014025.1	11367672	0	1	False
2403481	CM014020.1	18147998	0	1	False
2403618	CM014025.1	17490300	-0.176471	0.204513	False
2403765	CM014033.1	19656013	-0.0882353	0.424798	False
2403848	CM014026.1	4762129	0	1	False
2403921	CM014016.1	23453467	0	1	False
2403943	CM014029.1	8170034	0	1	False
2404073	CM014015.1	2786535	0	1	False
2404455	CM014020.1	20903827	-0.0294118	1	False
2404554	CM014031.1	8245786	0	1	False
2404646	CM014029.1	23840699	0.0882353	0.352763	False
2404816	CM014019.1	20123265	0	1	False
2405265	CM014022.1	17584825	0	1	False
2405565	CM014031.1	9245528	-0.0294118	1	False
2405637	CM014021.1	12149304	0.117647	0.409587	False
2405679	CM014032.1	20210547	0	1	False
2405706	CM014017.1	17603914	0.0588235	0.472917	False
2405788	CM014024.1	4161195	0	1	False
2405939	PKUT01000411.1	29104	-0.0882353	0.620113	False
2405986	CM014018.1	11945404	0.0294117	1	False
2405995	CM014022.1	12836660	0	1	False
2406040	CM014028.1	24908431	0	1	False
2406051	CM014026.1	5914851	-0.117647	0.466082	False
2406262	PKUT01002893.1	7491	0	1	False
2406389	CM014028.1	13295679	0	1	False
2406391	CM014036.1	14531367	0	1	False
2406602	CM014031.1	2276811	0.0294118	1	False
2406652	CM014025.1	18087085	-0.0294118	1	False
2406664	CM014039.1	18062636	0	1	False
2406840	CM014021.1	5076877	0	1	False
2406895	CM014012.1	30228982	0	1	False
2406931	CM014015.1	38248715	0	1	False
2406992	CM014031.1	15278974	0	1	False
2407111	CM014017.1	11461312	0	1	False
2407130	CM014017.1	17938831	0	1	False
2407150	PKUT01003068.1	82117	0	1	False
2407555	CM014029.1	17604926	0.176471	0.169327	False
2407569	CM014013.1	12412292	0	1	False
2407593	CM014039.1	18069585	0	1	False
2407720	CM014035.1	2507941	-0.117647	0.199619	False
2407809	CM014013.1	11869584	0	1	False
2407871	CM014020.1	730098	0	1	False
2408108	CM014021.1	20777718	0.0882353	0.627477	False
2408109	CM014028.1	19195575	0	1	False
2408370	CM014034.1	18519171	0	1	False
2408447	CM014038.1	6789446	0	1	False
2408475	CM014024.1	13618555	-0.205882	0.141235	False
2408693	CM014026.1	13983576	0	1	False
2408748	CM014018.1	14949819	0	1	False
2408797	PKUT01000079.1	670552	-0.0294118	1	False
2408894	CM014029.1	4907324	0	1	False
2408905	CM014039.1	8733289	0	1	False
2409229	CM014032.1	11544364	-0.147059	0.187742	False
2409396	CM014020.1	16637293	0	1	False
2409558	CM014040.1	11721863	0	1	False
2409559	PKUT01002726.1	16193	-0.0588235	0.70663	False
2409630	CM014037.1	1503976	-0.0882353	0.352763	False
2409635	CM014039.1	17452486	-0.147059	0.326688	False
2409664	CM014027.1	29000800	-0.147059	0.293755	False
2409700	CM014022.1	12391147	0	1	False
2409734	CM014034.1	17947032	-0.0588235	0.764244	False
2409800	CM014018.1	5512165	0	1	False
2409910	CM014025.1	2338161	0.0294118	1	False
2409939	CM014017.1	10930354	0	1	False
2410139	CM014031.1	18267144	-0.176471	0.225253	False
2410294	CM014019.1	10079691	1	1.22125e-15	True
2410347	CM014025.1	13747147	0	1	False
2410355	CM014035.1	3394806	0	1	False
2410365	CM014016.1	29291808	0	1	False
2410582	CM014013.1	18223105	0	1	False
2410666	PKUT01000103.1	684409	0	1	False
2410708	CM014026.1	5064440	-0.0588235	0.606282	False
2410789	CM014020.1	839067	0.0294117	1	False
2410797	CM014028.1	16238658	0	1	False
2410836	CM014018.1	13332051	-0.294118	0.027943	False
2410864	CM014015.1	1371313	0	1	False
2410889	CM014020.1	25899065	0	1	False
2410990	CM014020.1	25441183	0.0882353	0.47417	False
2411055	CM014017.1	8654476	0	1	False
2411277	CM014031.1	6108961	0	1	False
2411279	CM014017.1	11406506	0	1	False
2411493	CM014023.1	3539465	0.0294118	1	False
2411606	CM014016.1	8106013	0	1	False
2411621	PKUT01000789.1	199	0	1	False
2411756	CM014012.1	16669768	0.0882353	0.558598	False
2411758	CM014018.1	25022037	0	1	False
2411765	CM014021.1	1041013	-0.0294118	1	False
2411808	CM014031.1	28311	0	1	False
2411854	CM014017.1	12480786	0	1	False
2411889	PKUT01002469.1	28735	0	1	False
2411908	CM014016.1	5915421	0	1	False
2412009	CM014033.1	13883406	-0.0588235	0.606282	False
2412272	CM014020.1	21652818	0	1	False
2412360	CM014031.1	14915184	0	1	False
2412532	CM014032.1	14863111	0	1	False
2412727	CM014013.1	9708656	0	1	False
2412760	CM014029.1	21886652	0.0294117	1	False
2412859	CM014031.1	14470582	0	1	False
2412913	CM014021.1	15607409	-0.176471	0.0868918	False
2412937	PKUT01002852.1	5669	0	1	False
2413013	CM014012.1	3841060	0	1	False
2413277	CM014017.1	17424071	0	1	False
2413355	CM014015.1	35459480	0	1	False
2413391	CM014013.1	2566005	0	1	False
2413561	PKUT01002377.1	34277	0	1	False
2413654	CM014016.1	2343897	1	1.22125e-15	True
2413666	CM014031.1	1566669	0	1	False
2413741	CM014030.1	3684052	0	1	False
2413776	CM014035.1	9964115	0	1	False
2413779	CM014024.1	19549818	-0.176471	0.0868918	False
2413792	CM014025.1	19646839	0	1	False
2413910	CM014026.1	1806731	0	1	False
2413939	CM014026.1	13713870	-0.176471	0.225253	False
2414026	CM014024.1	26086001	0	1	False
2414045	CM014012.1	2891866	0	1	False
2414439	CM014035.1	13343578	0.294118	0.024712	False
2414469	CM014029.1	538023	-0.0882353	0.237584	False
2414498	PKUT01002675.1	16951	-0.0294118	1	False
2414691	CM014022.1	20994946	0	1	False
2414721	PKUT01002236.1	104168	0	1	False
2414750	CM014025.1	27574452	0	1	False
2414776	CM014024.1	18868864	-0.0294118	1	False
2414829	CM014014.1	14309713	0	1	False
2414893	CM014033.1	10267744	0	1	False
2414956	CM014030.1	18952913	-0.117647	0.409587	False
2415050	CM014021.1	20234190	0	1	False
2415102	PKUT01000367.1	195352	0.558824	1.14656e-06	True
2415178	CM014039.1	19089477	-0.0588235	0.732046	False
2415195	CM014037.1	13581771	0.264706	0.044214	False
2415212	CM014035.1	14416431	0	1	False
2415227	CM014030.1	6812534	0.0294118	1	False
2415269	CM014017.1	3816418	-0.0294117	1	False
2415294	CM014038.1	2146161	0.0588235	0.70663	False
2415300	CM014026.1	13527169	-0.264706	0.040309	False
2415372	CM014032.1	4105305	0	1	False
2415401	CM014021.1	1828874	0	1	False
2415414	CM014029.1	6115300	0.0588235	0.808039	False
2415552	CM014039.1	15761085	0	1	False
2415592	CM014039.1	9497477	0	1	False
2415652	CM014015.1	32354326	0	1	False
2415701	CM014014.1	4964102	0	1	False
2415733	CM014014.1	17834088	-0.117647	0.454083	False
2415775	PKUT01002636.1	33957	0	1	False
2415971	CM014023.1	5438950	0.205882	0.136996	False
2416125	CM014029.1	3643172	0.0294118	1	False
2416183	CM014030.1	22951701	0	1	False
2416320	CM014025.1	15897246	0	1	False
2416349	CM014026.1	18993763	0	1	False
2416376	CM014033.1	18291061	0.117647	0.122065	False
2416394	CM014028.1	8115124	0	1	False
2416593	PKUT01001054.1	26753	0	1	False
2416719	PKUT01000886.1	24742	-0.205882	0.0928919	False
2416729	CM014016.1	1459938	0.117647	0.339925	False
2416828	CM014026.1	10673490	0	1	False
2416846	CM014039.1	6669260	0	1	False
2416930	CM014021.1	10437867	0	1	False
2417054	CM014032.1	16650072	-0.0588235	0.472917	False
2417363	CM014030.1	14262931	0	1	False
2417487	CM014036.1	8870621	0	1	False
2417492	CM014021.1	6570881	0.0294117	1	False
2417544	CM014027.1	24984413	0.147059	0.314402	False
2417546	CM014030.1	10513190	0	1	False
2417587	CM014027.1	19522111	0	1	False
2417705	CM014024.1	25059533	0	1	False
2417708	CM014019.1	3136987	0.235294	0.0624598	False
2417750	CM014018.1	6896040	0	1	False
2417783	CM014014.1	12887716	0	1	False
2417825	PKUT01002716.1	19304	0	1	False
2417866	CM014012.1	13788499	-0.0588235	0.807051	False
2417881	CM014025.1	9603471	0	1	False
2417890	PKUT01000345.1	96185	0	1	False
2418028	CM014023.1	5238672	0.117647	0.454083	False
2418133	CM014017.1	26805886	-0.0882353	0.237584	False
2418232	CM014020.1	21331562	-0.147059	0.326688	False
2418325	CM014021.1	3486240	0	1	False
2418385	CM014012.1	26350785	0.0588235	0.732046	False
2419014	CM014030.1	4851099	0	1	False
2419079	CM014012.1	5062068	-0.0588235	0.606282	False
2419355	CM014026.1	11689100	0	1	False
2419488	CM014020.1	1676563	0	1	False
2419547	CM014028.1	9340509	0	1	False
2419602	CM014025.1	11952832	0	1	False
2419645	CM014017.1	15992593	0	1	False
2419666	CM014025.1	19578302	0	1	False
2419797	PKUT01000208.1	199962	0.117647	0.409587	False
2419860	CM014039.1	473393	-0.0882353	0.620113	False
2420030	CM014023.1	23482835	-0.117647	0.199619	False
2420180	CM014017.1	6589359	0	1	False
2420582	CM014019.1	1785256	0	1	False
2420666	CM014029.1	7271557	0	1	False
2420719	CM014021.1	6240735	0	1	False
2420735	CM014012.1	16810686	0	1	False
2420778	CM014024.1	2728669	-0.0294117	1	False
2420888	PKUT01001032.1	847649	0	1	False
2421042	CM014025.1	1009099	0	1	False
2421227	CM014016.1	23137791	0	1	False
2421424	CM014027.1	2560945	0.117647	0.466082	False
2421444	CM014036.1	6484218	0	1	False
2421498	CM014016.1	24423167	0	1	False
2421504	CM014012.1	24112484	0.117647	0.122065	False
2421642	CM014015.1	13747787	0.470588	1.80055e-05	False
2421751	CM014015.1	36651952	-0.0294118	1	False
2421915	CM014012.1	15845379	0	1	False
2422028	CM014025.1	266612	-0.0294117	1	False
2422129	CM014032.1	5271109	-0.117647	0.446491	False
2422227	CM014024.1	20080947	0.0294118	1	False
2422594	CM014012.1	5670515	0.0294118	1	False
2422832	CM014020.1	19723779	0.147059	0.305229	False
2422941	CM014021.1	15509255	-0.117647	0.409587	False
2422979	CM014023.1	24691349	0	1	False
2423047	CM014014.1	15095090	0	1	False
2423061	CM014025.1	20617637	0	1	False
2423077	CM014018.1	23277191	0	1	False
2423164	CM014022.1	21632353	-0.0294118	1	False
2423279	CM014016.1	5435746	0	1	False
2423342	CM014017.1	7291990	0	1	False
2423541	CM014037.1	18626504	0.0882353	0.47417	False
2423648	CM014017.1	28214596	0	1	False
2423724	CM014033.1	8483971	0	1	False
2423813	PKUT01000344.1	104814	0	1	False
2423950	CM014028.1	4246208	0	1	False
2424030	PKUT01001130.1	110985	0	1	False
2424039	CM014025.1	19183471	0	1	False
2424047	CM014021.1	1235770	0	1	False
2424120	CM014018.1	3235610	0	1	False
2424187	CM014039.1	17065559	0.0882353	0.620113	False
2424209	CM014023.1	18951259	-0.0294118	1	False
2424259	CM014027.1	1775112	0	1	False
2424361	CM014040.1	12778528	0	1	False
2424445	CM014013.1	37671863	0	1	False
2424924	CM014021.1	1911155	-0.0294118	1	False
2425188	CM014039.1	14043768	0	1	False
2425443	CM014038.1	1100301	0	1	False
2425684	CM014025.1	15811470	0	1	False
2425701	CM014030.1	23740542	0	1	False
2425757	CM014020.1	28014514	0	1	False
2425859	CM014031.1	21380599	0	1	False
2426076	CM014039.1	4883229	0	1	False
2426105	CM014022.1	15726174	0	1	False
2426284	CM014028.1	19169596	0	1	False
2426295	CM014033.1	19763094	-0.0882353	0.424798	False
2426450	CM014027.1	397689	0.0588235	0.606282	False
2426543	CM014017.1	31198779	-0.0882353	0.575403	False
2426635	CM014024.1	12235544	0	1	False
2426639	CM014025.1	20173149	0	1	False
2426720	PKUT01002632.1	18920	0	1	False
2426824	CM014016.1	23560871	0	1	False
2426864	CM014039.1	11898396	0.147059	0.3215	False
2426963	CM014027.1	28995798	0	1	False
2426982	CM014027.1	12159663	0	1	False
2427101	CM014016.1	24823296	-0.147059	0.3215	False
2427195	CM014012.1	6902064	0.205882	0.136996	False
2427310	CM014030.1	13476547	0	1	False
2427323	CM014013.1	24771510	0	1	False
2427357	CM014026.1	10492286	0.0882353	0.599611	False
2427508	CM014038.1	15278106	-0.382353	0.00293808	False
2427622	CM014035.1	14434859	0	1	False
2427674	PKUT01000763.1	38172	0	1	False
2427703	CM014024.1	5313159	0	1	False
2427715	CM014015.1	11111594	0	1	False
2427774	CM014027.1	20297628	0.0294118	1	False
2427935	CM014018.1	6960502	-0.0882353	0.627477	False
2428002	CM014020.1	6893000	0	1	False
2428230	CM014024.1	16658800	0	1	False
2428496	CM014020.1	730188	0	1	False
2428581	CM014033.1	9429112	0	1	False
2428967	CM014014.1	21582627	0.0294117	1	False
2429106	CM014038.1	8761614	0	1	False
2429209	CM014017.1	27765894	0	1	False
2429240	CM014025.1	17426236	0	1	False
2429309	CM014017.1	6465343	0	1	False
2429553	CM014032.1	15503478	-0.147059	0.279682	False
2429554	CM014021.1	12241600	0	1	False
2429564	PKUT01002897.1	5127	-0.117647	0.258831	False
2429743	CM014035.1	16762790	-0.0882353	0.237584	False
2429758	CM014012.1	22602809	0	1	False
2429769	CM014019.1	25204646	0	1	False
2429864	CM014021.1	8025790	0	1	False
2429956	CM014035.1	3430775	-0.0294118	1	False
2430018	CM014012.1	25971303	0	1	False
2430070	CM014037.1	6176920	-0.0882353	0.626279	False
2430406	CM014027.1	28041919	0	1	False
2430724	CM014034.1	13682385	0.0588235	0.790127	False
2430729	CM014025.1	9567203	-0.0294118	1	False
2430771	PKUT01001032.1	1082333	0	1	False
2430989	PKUT01002792.1	789	0	1	False
2431030	CM014027.1	21818085	0	1	False
2431080	CM014021.1	11190291	-0.0588235	0.805371	False
2431283	CM014027.1	16234970	0	1	False
2431541	CM014017.1	32478434	0.0588235	0.606282	False
2431677	CM014037.1	16617552	0	1	False
2431858	CM014013.1	32623616	0	1	False
2432064	CM014025.1	1147391	0.0294118	1	False
2432080	PKUT01002433.1	33736	0	1	False
2432081	CM014030.1	17915873	0	1	False
2432103	CM014012.1	30228360	-0.235294	0.0165373	False
2432146	CM014026.1	22685608	0.0588235	0.799681	False
2432179	CM014024.1	25667910	-0.0882353	0.558598	False
2432306	PKUT01001925.1	3763	0	1	False
2432370	CM014021.1	6531254	0	1	False
2432389	CM014016.1	17619527	0	1	False
2432558	CM014013.1	22513395	0.0588235	0.807051	False
2432571	CM014039.1	847966	0	1	False
2432612	CM014019.1	16487630	0.235294	0.0357832	False
2432636	CM014028.1	962917	0.0882353	0.575403	False
2432693	CM014028.1	14363020	0	1	False
2432769	CM014038.1	13504626	0.117647	0.304319	False
2432770	CM014028.1	18489762	0.205882	0.14404	False
2432787	CM014015.1	26323718	-0.147059	0.331766	False
2432856	CM014016.1	9246931	0	1	False
2432859	CM014022.1	608005	-0.0294118	1	False
2432980	CM014037.1	12418665	-0.0294118	1	False
2433263	CM014018.1	3235766	0	1	False
2433419	PKUT01000665.1	45699	-0.0294118	1	False
2433570	CM014028.1	14367246	0	1	False
2433574	CM014022.1	16999332	-0.0882353	0.424798	False
2433599	CM014040.1	2626944	0	1	False
2433655	CM014024.1	19365572	0	1	False
2433660	CM014012.1	27329367	0	1	False
2433727	CM014038.1	13606348	0.0294117	1	False
2433739	CM014016.1	33581241	-0.264706	0.0250618	False
2433804	CM014019.1	13908620	1	1.22125e-15	True
2433908	CM014032.1	14806490	-0.0882353	0.47417	False
2433970	CM014031.1	5376383	0	1	False
2434061	CM014027.1	5047112	0	1	False
2434159	CM014026.1	17655820	0	1	False
2434338	CM014036.1	4780535	0	1	False
2434436	CM014033.1	8140133	0	1	False
2434467	CM014019.1	30933488	-0.117647	0.463744	False
2434667	CM014023.1	19390795	0	1	False
2434705	CM014028.1	15691128	0	1	False
2434715	CM014025.1	21391000	0	1	False
2434716	CM014034.1	5356683	0	1	False
2434931	CM014019.1	8228689	0	1	False
2435038	CM014014.1	1871127	0.0588235	0.750406	False
2435044	CM014023.1	24274267	-0.176471	0.212138	False
2435048	CM014023.1	17473076	0	1	False
2435116	CM014014.1	30962357	0	1	False
2435198	CM014030.1	22955316	0	1	False
2435295	CM014020.1	20557069	0	1	False
2435339	CM014018.1	6369611	0	1	False
2435562	CM014040.1	7258475	0.205882	0.0928919	False
2435798	CM014025.1	7744179	0	1	False
2436153	CM014018.1	18973971	0	1	False
2436234	CM014029.1	17810470	0	1	False
2436240	CM014034.1	10916601	0.0588235	0.807051	False
2436318	CM014013.1	31902122	0	1	False
2436604	CM014031.1	21636840	-0.147059	0.3215	False
2436622	CM014031.1	18840894	0	1	False
2436991	CM014026.1	10014356	0	1	False
2437088	CM014015.1	6955614	0	1	False
2437215	CM014033.1	39093	0	1	False
2437291	CM014012.1	3390190	0	1	False
2437508	CM014035.1	12189901	0	1	False
2437519	CM014027.1	4563036	-0.0882353	0.47417	False
2437598	CM014017.1	13595414	0	1	False
2437667	CM014039.1	15228709	0.0588235	0.764244	False
2437679	CM014015.1	1675407	0	1	False
